Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),$25.97,0.1245,0.482%,,Greece,,520,,
DTSS,Datasea Inc. Common Stock,$1.52,-0.09,-5.59%,36466782.00,China,,83501,Technology,Retail: Computer Software & Peripheral Equipment
DUO,Fangdd Network Group Ltd. American Depositary Shares,$0.6937,0.0441,6.789%,55389699.00,China,2019,1648550,Technology,Computer Software: Programming Data Processing
DXF,Dunxin Financial Holdings Limited American Depositary Shares,$1.075,-0.075,-6.522%,22445126.00,China,,818459,Consumer Non-Durables,Apparel
E,ENI S.p.A. Common Stock,$26.46,0.07,0.265%,46934579026.00,Italy,,335598,Energy,Oil & Gas Production
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,$9.73,0.00,0.00%,159558144.00,Netherlands,2021,2601,Finance,Business Services
EBACU,European Biotech Acquisition Corp. Units,$9.90,0.00,0.00%,0.00,Netherlands,2021,32,Finance,Business Services
EBACW,European Biotech Acquisition Corp. Warrant,$0.6302,0.00,0.00%,0.00,Netherlands,2021,1500,Finance,Business Services
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,$1.4099,-0.0601,-4.088%,262009242.00,China,2020,2091715,Technology,Semiconductors
EDAP,EDAP TMS S.A. American Depositary Shares,$5.67,-0.04,-0.701%,189072591.00,France,1997,28540,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDRY,EuroDry Ltd. Common Shares ,$19.25,-1.15,-5.637%,44364128.00,Greece,,34827,Consumer Services,Marine Transportation
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,$1.22,0.00,0.00%,18178000.00,China,2020,538937,Consumer Services,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,$10.02,0.025,0.25%,144037500.00,United Kingdom,2021,3214,,
EDTXU,EdtechX Holdings Acquisition Corp. II Unit,$10.21,0.00,0.00%,146768750.00,United Kingdom,2020,100,,
EDTXW,EdtechX Holdings Acquisition Corp. II Warrant,$0.5345,0.0144,2.769%,0.00,United Kingdom,2021,4360,,
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),$2.0473,-0.1627,-7.362%,3474198866.00,China,2006,21860981,Consumer Services,Other Consumer Services
EH,EHang Holdings Limited ADS,$19.47,-1.68,-7.943%,1079203273.00,China,2019,651309,Transportation,Air Freight/Delivery Services
EJH,E-Home Household Service Holdings Limited Ordinary Shares,$2.0299,-0.1201,-5.586%,68167201.00,China,2021,1224853,Consumer Services,Other Consumer Services
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),$29.00,-0.36,-1.226%,372343383.00,Israel,,617,Public Utilities,Electric Utilities: Central
ELTK,Eltek Ltd. Ordinary Shares,$4.525,0.045,1.004%,19820713.00,Israel,1997,3460,Technology,Electrical Products
EM,Smart Share Global Limited American Depositary Shares,$2.08,0.01,0.483%,518827032.00,China,2021,21806,Consumer Services,Other Consumer Services
ENDP,Endo International plc Ordinary Shares,$5.25,-0.35,-6.25%,1226772740.00,Ireland,,3992602,Health Care,Biotechnology: Pharmaceutical Preparations
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,$6.791,-0.209,-2.986%,91432469.00,Israel,2014,83969,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,$3.23,-0.11,-3.293%,58896437.00,Israel,2018,52209,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd. Warrant,$0.3801,0.00,0.00%,0.00,Israel,2018,135,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EQNR,Equinor ASA,$24.82,-0.24,-0.958%,80364169240.00,Norway,,1784995,Energy,Integrated oil Companies
EQOS,EQONEX LIMITED Ordinary Shares,$3.79,-0.22,-5.486%,147990988.00,Singapore,2019,309336,Miscellaneous,Business Services
ERIC,Ericsson American Depositary Shares,$10.065,0.065,0.65%,33516450000.00,Sweden,,11580885,Technology,Computer Software: Prepackaged Software
ERYP,Erytech Pharma S.A. American Depositary Shares,$2.505,-0.215,-7.904%,69942160.00,France,2017,448334,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),$23.99,-1.68,-6.545%,134350213.00,Greece,,101913,Transportation,Marine Transportation
ESLT,Elbit Systems Ltd. Ordinary Shares,$145.77,-0.76,-0.519%,6443581512.00,Israel,,17688,Capital Goods,Military/Government/Technical
ETN,Eaton Corporation PLC Ordinary Shares,$162.72,0.66,0.407%,64860192000.00,Ireland,,1347939,Capital Goods,Industrial Machinery/Components
EVAX,Evaxion Biotech A/S American Depositary Share,$4.215,-0.445,-9.549%,97541524.00,Denmark,2021,286011,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVGN,Evogene Ltd Ordinary Shares,$1.935,-0.055,-2.764%,79653160.00,Israel,,245330,Basic Industries,Agricultural Chemicals
EVK,Ever-Glory International Group Inc. Common Stock,$2.57,-0.06,-2.281%,38067642.00,China,,163960,Consumer Non-Durables,Apparel
EVO,Evotec SE American Depositary Shares,$22.86,-0.71,-3.012%,7951381959.00,Germany,2021,50809,Health Care,Biotechnology: Pharmaceutical Preparations
EXAI,Exscientia Plc American Depositary Shares,$21.48,-0.32,-1.468%,2585926228.00,United Kingdom,2021,4391,,
EZGO,EZGO Technologies Ltd. Ordinary Shares,$2.175,-0.055,-2.466%,29150659.00,China,2021,121271,Consumer Non-Durables,Motor Vehicles
FAMI,Farmmi Inc. Ordinary Shares,$0.2295,-0.0173,-7.01%,4708813.00,China,2018,34751064,Consumer Non-Durables,Packaged Foods
FANH,Fanhua Inc. American Depositary Shares,$12.54,-0.26,-2.031%,673330146.00,China,,85382,Finance,Specialty Insurers
FATPU,Fat Projects Acquisition Corp Unit,$10.15,0.04,0.396%,0.00,Singapore,2021,150,,
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.,$1.01,-0.04,-3.81%,73518445.00,China,2011,69943,Consumer Services,Broadcasting
FFHL,Fuwei Films (Holdings) Co. Ltd. Ordinary Shares,$7.84,-0.22,-2.73%,25604162.00,China,2006,3396,Capital Goods,Specialty Chemicals
FLEX,Flex Ltd. Ordinary Shares,$16.835,-0.265,-1.55%,7922944754.00,Singapore,1994,3381953,Technology,Electrical Products
FMS,Fresenius Medical Care AG Common Stock,$30.15,0.33,1.107%,17667550803.00,Germany,,540625,Health Care,Medical/Nursing Services
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,$119.48,0.79,0.666%,1827359021.00,Israel,,4503,Technology,EDP Services
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,$2.29,-0.03,-1.293%,82014644.00,United Kingdom,2020,88511,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,$1.995,-0.195,-8.904%,128738154.00,Israel,,2085733,Technology,Computer Software: Prepackaged Software
FTFT,Future FinTech Group Inc. Common Stock,$1.42,-0.15,-9.554%,99495349.00,China,,2249702,Technology,EDP Services
FUTU,Futu Holdings Limited American Depositary Shares,$43.59,-3.90,-8.212%,6393450395.00,Hong Kong,2019,4318988,Finance,Investment Bankers/Brokers/Service
FWP,Forward Pharma A/S American Depositary Shares,$6.39,-0.10,-1.541%,44866925.00,Denmark,2014,16517,Health Care,Biotechnology: Pharmaceutical Preparations
GAMB,Gambling.com Group Limited Ordinary Shares,$10.65,-0.42,-3.794%,360038394.00,Jersey,2021,72361,,
GAN,GAN Limited Ordinary Shares,$9.59,-0.08,-0.827%,404624895.00,United Kingdom,2020,835897,Technology,Computer Software: Programming Data Processing
GASS,StealthGas Inc. Common Stock,$2.545,-0.015,-0.586%,97224551.00,Greece,2005,75168,Transportation,Marine Transportation
GBLI,Global Indemnity Group LLC Class A Common Stock (DE),$25.97,-0.03,-0.115%,376083282.00,Ireland,,5036,Finance,Property-Casualty Insurers
GBLIL,Global Indemnity Group LLC 7.875% Subordinated Notes due 2047,$25.69,0.19,0.745%,0.00,Ireland,,4002,Finance,Property-Casualty Insurers
GBRG,Goldenbridge Acquisition Limited Ordinary Shares,$9.94,0.00,0.00%,75208525.00,Hong Kong,2021,48,Finance,Business Services
GBRGR,Goldenbridge Acquisition Limited Right,$0.3378,-0.0471,-12.237%,0.00,Hong Kong,2021,10017,Finance,Business Services
GBRGW,Goldenbridge Acquisition Limited Warrant,$0.2689,-0.0098,-3.516%,0.00,Hong Kong,2021,302,Finance,Business Services
GDEV,Nexters Inc. Ordinary Shares,$7.01,-0.19,-2.639%,1377626938.00,Cyprus,,13558,,
GDEVW,Nexters Inc. Warrant,$0.6997,0.0097,1.406%,0.00,Cyprus,,900,,
GDS,GDS Holdings Limited ADS,$53.09,-2.95,-5.264%,9922390876.00,China,2016,1161708,Technology,Computer Software: Programming Data Processing
GENE,Genetic Technologies Ltd ADS,$2.2764,-0.1136,-4.753%,35003784.00,Australia,,90799,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GFAI,Guardforce AI Co. Limited Ordinary Shares,$1.6592,-0.0808,-4.644%,35178103.00,Singapore,,1441292,Finance,Finance: Consumer Services
GFAIW,Guardforce AI Co. Limited Warrant,$0.535,-0.1551,-22.475%,0.00,Singapore,,28415,Finance,Finance: Consumer Services
GFI,Gold Fields Limited American Depositary Shares,$11.01,-0.33,-2.91%,9773768001.00,South Africa,,6718380,Basic Industries,Precious Metals
GHRS,GH Research PLC Ordinary Shares,$23.13,-3.34,-12.618%,1203242237.00,Ireland,2021,72670,,
GIAC,Gesher I Acquisition Corp. Class A Ordinary Shares,$9.77,-0.03,-0.306%,142397750.00,Israel,2021,53893,,
GIACU,Gesher I Acquisition Corp.Unit,$10.00,0.00,0.00%,0.00,Israel,2021,10,,
GIACW,Gesher I Acquisition Corp. Warrants,$0.6464,0.0864,15.429%,0.00,Israel,2021,24685,,
GIGM,GigaMedia Limited Ordinary Shares,$2.44,-0.02,-0.813%,26967453.00,Taiwan,,56479,Technology,EDP Services
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,$6.97,-0.11,-1.554%,394078482.00,Israel,,458422,Technology,Radio And Television Broadcasting And Communications Equipment
GLBE,Global-E Online Ltd. Ordinary Shares,$60.75,-5.69,-8.564%,8847695185.00,Israel,2021,2894555,Technology,Computer Software: Prepackaged Software
GLBS,Globus Maritime Limited Common Stock,$2.33,-0.14,-5.668%,47937735.00,Greece,,1586914,Transportation,Marine Transportation
GLG,TD Holdings Inc. Common Stock,$0.4719,-0.0343,-6.776%,65204381.00,China,2013,564228,Technology,EDP Services
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,$2.42,-0.10,-3.968%,51093620.00,Israel,2014,179004,Health Care,Biotechnology: Pharmaceutical Preparations
GLPG,Galapagos NV American Depositary Shares,$48.54,-0.04,-0.082%,3180832073.00,Belgium,2015,139089,Health Care,Biotechnology: Pharmaceutical Preparations
GLTO,Galecto Inc. Common Stock,$2.70,-0.12,-4.255%,68206946.00,Denmark,2020,91557,Health Care,Biotechnology: Pharmaceutical Preparations
GMAB,Genmab A/S ADS,$38.32,-0.20,-0.519%,25062701289.00,Denmark,2019,322285,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GMDA,Gamida Cell Ltd. Ordinary Shares,$2.3701,-0.1899,-7.418%,140544195.00,Israel,2018,557726,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GMVD,G Medical Innovations Holdings Ltd. Ordinary Shares,$2.30,-0.14,-5.738%,32003916.00,Israel,2021,1354651,,
GMVDW,G Medical Innovations Holdings Ltd. Warrants,$0.419,-0.015,-3.456%,0.00,Israel,2021,53221,,
GNFT,GENFIT S.A. American Depositary Shares,$3.23,0.03,0.938%,147744467.00,France,2019,9880,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GOBI,Gobi Acquisition Corp. Class A Ordinary Shares,$9.82,0.00,0.00%,315850696.00,China,2021,33,,
GRCL,Gracell Biotechnologies Inc. American Depositary Shares,$7.305,-0.435,-5.62%,493082971.00,China,2021,365263,Health Care,Biotechnology: Pharmaceutical Preparations
GRCY,Greencity Acquisition Corporation Ordinary Shares,$10.30,-0.01,-0.097%,54178000.00,China,2020,4062,Finance,Business Services
GRCYW,Greencity Acquisition Corporation Warrants,$0.26,-0.0005,-0.192%,0.00,China,2020,4257,Finance,Business Services
GRFS,Grifols S.A. American Depositary Shares,$10.55,-0.18,-1.678%,7253704279.00,Spain,,765398,Health Care,Biotechnology: Pharmaceutical Preparations
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,$14.69,-0.22,-1.476%,281832821.00,Singapore,,306529,Transportation,Marine Transportation
GRMN,Garmin Ltd. Common Stock (Switzerland),$133.46,-0.08,-0.06%,25667300660.00,Switzerland,2000,1026002,Capital Goods,Industrial Machinery/Components
GRNQ,Greenpro Capital Corp. Common Stock,$0.7483,-0.0764,-9.264%,58720364.00,China,,834042,Consumer Services,Professional Services
GRUB,Just Eat Takeaway.com N.V. American Depositary Shares,$12.39,-0.07,-0.562%,13171883340.00,Netherlands,,2031741,,
GRVY,GRAVITY Co. Ltd. American Depository Shares,$76.15,-2.36,-3.006%,529158735.00,South Korea,2005,35501,Miscellaneous,Business Services
GSK,GlaxoSmithKline PLC Common Stock,$41.445,0.325,0.79%,104270596742.00,United Kingdom,,2990121,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,$21.80,-0.89,-3.922%,789526305.00,United Kingdom,,616730,Transportation,Marine Transportation
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),$25.9399,-0.1176,-0.451%,,United Kingdom,,2565,,
GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024,$25.69,-0.01,-0.039%,0.00,United Kingdom,2019,1906,Transportation,Marine Transportation
GSM,Ferroglobe PLC Ordinary Shares,$5.96,-0.05,-0.832%,1115237048.00,United Kingdom,,1644104,Basic Industries,Precious Metals
GSMG,Glory Star New Media Group Holdings Limited Ordinary Share,$1.40,0.02,1.449%,80603412.00,China,2018,189795,Technology,EDP Services
GSMGW,Glory Star New Media Group Holdings Limited Warrant expiring 2/13/2025,$0.0691,0.003,4.539%,0.00,China,2018,192000,Technology,EDP Services
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,$6.528,-1.142,-14.889%,73959172.00,China,2018,640571,Technology,Industrial Machinery/Components
GTH,Genetron Holdings Limited ADS,$9.15,0.11,1.217%,813176238.00,China,2020,301912,Health Care,Medical Specialities
GTX,Garrett Motion Inc. Common Stock,$7.41,0.35,4.958%,482115392.00,Switzerland,,355914,Capital Goods,Auto Parts:O.E.M.
GTXAP,Garrett Motion Inc. Series A Cumulative Convertible Preferred Stock,$8.04,0.10,1.259%,0.00,Switzerland,,78470,Capital Goods,Auto Parts:O.E.M.
GURE,Gulf Resources Inc. (NV) Common Stock,$5.49,-0.63,-10.294%,57477429.00,China,,54278,Basic Industries,Major Chemicals
HAPP,Happiness Development Group Limited Class A Ordinary Shares,$0.6409,-0.0471,-6.846%,20478694.00,China,2019,280737,Consumer Durables,Specialty Chemicals
HCM,HUTCHMED (China) Limited American Depositary Shares,$34.055,0.195,0.576%,5887716369.00,Hong Kong,2016,161921,Health Care,Biotechnology: Pharmaceutical Preparations
HDB,HDFC Bank Limited Common Stock,$66.43,0.96,1.466%,122695344949.00,India,2001,2139079,Finance,Commercial Banks
HEPS,D-Market Electronic Services & Trading American Depositary Shares,$2.325,-0.125,-5.102%,757946024.00,Turkey,2021,1318984,,
HGSH,China HGS Real Estate Inc. Common Stock,$2.07,0.09,4.545%,53028860.00,China,,154158,Consumer Services,Building operators
HHGC,HHG Capital Corporation Ordinary Shares,$9.88,0.00,0.00%,73872760.00,Hong Kong,2021,70000,,
HHGCR,HHG Capital Corporation Rights,$0.38,0.00,0.00%,0.00,Hong Kong,2021,104,,
HHGCU,HHG Capital Corporation Units,$10.52,0.00,0.00%,0.00,Hong Kong,2021,20,,
HHGCW,HHG Capital Corporation Warrant,$0.3977,0.0177,4.658%,0.00,Hong Kong,2021,23450,,
HHR,HeadHunter Group PLC American Depositary Shares,$56.105,1.155,2.102%,2840917071.00,Cyprus,2019,322581,Technology,Professional Services
HIHO,Highway Holdings Limited Common Stock,$4.17,0.0632,1.539%,16562510.00,Hong Kong,,3515,Capital Goods,Industrial Machinery/Components
HIMX,Himax Technologies Inc. American Depositary Shares,$10.04,0.09,0.905%,1747855217.00,Taiwan,2006,2287411,Technology,Semiconductors
HLG,Hailiang Education Group Inc. American Depositary Shares,$19.26,0.00,0.00%,496486996.00,China,2015,472,Consumer Services,Other Consumer Services
HMC,Honda Motor Company Ltd. Common Stock,$27.85,0.48,1.754%,47884999023.00,Japan,,822442,Capital Goods,Auto Manufacturing
HMY,Harmony Gold Mining Company Limited,$4.11,-0.15,-3.521%,2509501226.00,South Africa,,6479610,Basic Industries,Precious Metals
HNP,Huaneng Power Intl Common Stock,$18.21,0.44,2.476%,7146556984.00,China,1994,7088,Public Utilities,Electric Utilities: Central
HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands),$15.36,-0.10,-0.647%,941185521.00,China,,145124,Capital Goods,Industrial Machinery/Components
HSBC,HSBC Holdings plc. Common Stock,$27.925,0.245,0.885%,113679005124.00,United Kingdom,,2161703,Finance,Savings Institutions
HTHT,Huazhu Group Limited American Depositary Shares,$40.705,1.185,2.998%,13174225922.00,China,2010,1361589,Consumer Services,Hotels/Resorts
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,$16.23,-1.35,-7.679%,213018750.00,China,2021,38435,Basic Industries,Steel/Iron Ore
HUIZ,Huize Holding Limited American Depositary Shares,$1.51,-0.08,-5.031%,78423943.00,China,2020,162355,Finance,Specialty Insurers
HUSN,Hudson Capital Inc. Ordinary Shares,$2.19,-0.01,-0.455%,15409160.00,China,2017,33421,Consumer Services,Professional Services
HX,Xiaobai Maimai Inc. ADS,$2.70,-0.25,-8.475%,43965515.00,China,2017,246477,Finance,Finance: Consumer Services
HYW,Hywin Holdings Ltd. American Depositary Shares,$5.88,-0.07,-1.176%,164640000.00,China,2021,44191,Finance,Investment Managers
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,$106.235,2.475,2.385%,24096330422.00,Ireland,2011,1329129,Health Care,Biotechnology: Pharmaceutical Preparations
IBN,ICICI Bank Limited Common Stock,$18.715,0.255,1.381%,64943090684.00,India,,22572227,Finance,Commercial Banks
ICCM,IceCure Medical Ltd. Ordinary Shares,$4.75,0.41,9.447%,151418101.00,Israel,,247979,,
ICL,ICL Group Ltd. Ordinary Shares,$8.70,0.01,0.115%,11172114979.00,Israel,2014,258296,Basic Industries,Agricultural Chemicals
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,$6.33,-0.30,-4.525%,597458341.00,Hong Kong,2017,213957,Technology,Computer Software: Prepackaged Software
ICLR,ICON plc Ordinary Shares,$275.75,5.28,1.952%,22445449141.00,Ireland,1998,268465,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IDBA,IDEX Biometrics ASA American Depositary Shares,$28.3988,0.3888,1.388%,382584260.00,Norway,,194,Miscellaneous,Diversified Manufacture
IFBD,Infobird Co. Ltd Ordinary Shares,$1.3589,-0.1411,-9.407%,34312225.00,China,2021,258980,,
IFRX,InflaRx N.V. Common Stock,$4.66,-0.35,-6.986%,205908060.00,Germany,2017,534026,Health Care,Biotechnology: Pharmaceutical Preparations
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),$59.765,-0.815,-1.345%,10949922887.00,United Kingdom,,250458,Consumer Services,Hotels/Resorts
IIAC,Investindustrial Acquisition Corp. Class A Ordinary Shares,$9.98,-0.05,-0.499%,502118750.00,United Kingdom,2021,60490,Finance,Business Services
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,$2.9701,-0.0399,-1.326%,22907146.00,Israel,2021,584623,Health Care,Medical/Dental Instruments
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,$0.8801,-0.1097,-11.083%,0.00,Israel,2021,7503,Health Care,Medical/Dental Instruments
IMAB,I-MAB American Depositary Shares,$59.35,-1.11,-1.836%,4632132716.00,China,2020,209949,Health Care,Biotechnology: Pharmaceutical Preparations
IMCR,Immunocore Holdings plc American Depositary Shares,$33.09,-2.90,-8.058%,1450729497.00,United Kingdom,2021,41603,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMMP,Immutep Limited American Depositary Shares,$3.30,-0.13,-3.79%,246890467.00,Australia,,117813,Health Care,Biotechnology: Pharmaceutical Preparations
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,$33.1499,0.2999,0.913%,1205396863.00,Taiwan,,14143,Technology,Semiconductors
IMRN,Immuron Limited American Depositary Shares,$3.11,-0.13,-4.012%,17668420.00,Australia,2017,9558,Health Care,Biotechnology: Pharmaceutical Preparations
IMRNW,Immuron Limited Warrants,$0.7885,0.00,0.00%,0.00,Australia,2017,900,Health Care,Biotechnology: Pharmaceutical Preparations
IMTE,Integrated Media Technology Limited Ordinary Shares,$4.965,-0.145,-2.838%,46320570.00,Australia,,78297,Consumer Non-Durables,Consumer Electronics/Appliances
IMTX,Immatics N.V. Ordinary Shares,$11.10,-0.27,-2.375%,698292464.00,Germany,,81945,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMTXW,Immatics N.V. Warrants,$3.25,0.05,1.563%,0.00,Germany,,717,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INCR,Intercure Ltd. Ordinary Shares,$7.36,-0.14,-1.867%,314529983.00,Israel,,29582,,
INFY,Infosys Limited American Depositary Shares,$22.575,-0.005,-0.022%,94598146853.00,India,,5069228,Technology,EDP Services
ING,ING Group N.V. Common Stock,$13.735,-0.035,-0.254%,52899530639.00,Netherlands,1997,3065287,Finance,Commercial Banks
INMD,InMode Ltd. Ordinary Shares,$70.38,-5.62,-7.395%,5375744187.00,Israel,2019,3072215,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INVZ,Innoviz Technologies Ltd. Ordinary shares,$6.53,-0.65,-9.053%,873024425.00,Israel,,1473644,Capital Goods,Auto Parts:O.E.M.
INVZW,Innoviz Technologies Ltd. Warrant,$2.08,-0.57,-21.509%,0.00,Israel,,69889,Capital Goods,Auto Parts:O.E.M.
IOBT,IO Biotech Inc. Common Stock,$7.65,-1.68,-18.006%,212232168.00,Denmark,2021,87659,Health Care,Biotechnology: Pharmaceutical Preparations
IPHA,Innate Pharma S.A. ADS,$5.03,0.07,1.411%,398933963.00,France,2019,49654,Health Care,Biotechnology: Pharmaceutical Preparations
IQ,iQIYI Inc. American Depositary Shares,$5.645,-0.595,-9.535%,4455513306.00,China,2018,10797709,Technology,Internet and Information Services
IREN,Iris Energy Limited Ordinary Shares,$18.62,0.47,2.59%,1024772331.00,Australia,2021,307428,,
ITMR,Itamar Medical Ltd. American Depository Shares,$30.58,-0.07,-0.228%,502152406.00,Israel,,56278,Health Care,Medical/Dental Instruments
ITP,IT Tech Packaging Inc. Common Stock,$0.292,-0.012,-3.947%,28922571.00,China,,1157702,Basic Industries,Paper
ITRM,Iterum Therapeutics plc Ordinary Share,$0.46,-0.031,-6.314%,84076630.00,Ireland,2018,3260500,Health Care,Biotechnology: Pharmaceutical Preparations
ITRN,Ituran Location and Control Ltd. Ordinary Shares,$25.615,-0.715,-2.716%,529907572.00,Israel,2005,33545,Technology,Electronic Components
IVA,Inventiva S.A. American Depository Shares,$13.55,0.25,1.88%,552063517.00,France,2020,14969,Consumer Services,Other Consumer Services
IX,Orix Corp Ads Common Stock,$98.47,-0.20,-0.203%,23640997824.00,Japan,,21648,Finance,Diversified Financial Services
IXAQ,IX Acquisition Corp. Class A Ordinary Share,$9.90,0.00,0.00%,284625000.00,United Kingdom,2021,9070,,
IXAQU,IX Acquisition Corp. Unit,$10.05,0.00,0.00%,0.00,United Kingdom,2021,60,,
IXAQW,IX Acquisition Corp. Warrant,$0.50,0.00,0.00%,0.00,United Kingdom,2021,51550,,
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$121.10,1.23,1.026%,7443974010.00,Ireland,2007,409562,Health Care,Biotechnology: Pharmaceutical Preparations
JCI,Johnson Controls International plc Ordinary Share,$75.86,1.10,1.471%,53430655485.00,Switzerland,,2550688,Capital Goods,Industrial Machinery/Components
JD,JD.com Inc. American Depositary Shares,$85.68,1.57,1.867%,133084130760.00,China,2014,7128151,Miscellaneous,Diversified Commercial Services
JFIN,Jiayin Group Inc. American Depositary Shares,$3.16,-0.0652,-2.022%,170719000.00,China,2019,49287,Finance,Finance: Consumer Services
JFU,9F Inc. American Depositary Shares,$1.22,-0.05,-3.937%,410334629.00,China,2019,202355,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,$1.2804,-0.1396,-9.831%,151632341.00,China,2018,841291,Technology,EDP Services
JHX,James Hardie Industries plc American Depositary Shares (Ireland),$38.6901,-0.6899,-1.752%,17222025940.00,Ireland,,16332,Capital Goods,Building Materials
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),$51.29,-0.99,-1.894%,2445872795.00,China,2010,926651,Technology,Semiconductors
JMAC,Maxpro Capital Acquisition Corp. Class A Common Stock,$9.91,-0.01,-0.101%,135920853.00,Taiwan,2021,125005,Finance,Business Services
JMACU,Maxpro Capital Acquisition Corp. Units,$10.32,0.00,0.00%,0.00,Taiwan,2021,2357,Finance,Business Services
JMACW,Maxpro Capital Acquisition Corp. Warrants,$0.4101,-0.0099,-2.357%,0.00,Taiwan,2021,642316,Finance,Business Services
JOBS,51job Inc. American Depositary Shares,$57.21,-0.49,-0.849%,3858082727.00,China,2004,106253,Technology,Diversified Commercial Services
JRJC,China Finance Online Co. Limited American Depositary Shares,$6.58,0.01,0.152%,16068097.00,China,2004,8592,Finance,Investment Bankers/Brokers/Service
JWEL,Jowell Global Ltd. Ordinary Shares,$10.70,1.10,11.458%,272538138.00,China,2021,450292,Consumer Services,Other Consumer Services
JZXN,Jiuzi Holdings Inc. Ordinary Shares,$1.7873,-0.1427,-7.394%,38296198.00,China,2021,176771,Consumer Durables,Automotive Aftermarket
KALV,KalVista Pharmaceuticals Inc. Common Stock,$13.75,-0.75,-5.172%,336020658.00,United Kingdom,2015,349625,Health Care,Biotechnology: Pharmaceutical Preparations
KARO,Karooooo Ltd. Ordinary Shares,$33.15,0.15,0.455%,1026029164.00,Singapore,2021,17669,Technology,Computer Software: Prepackaged Software
KB,KB Financial Group Inc,$45.08,0.70,1.577%,17564715822.00,South Korea,,174920,Finance,Commercial Banks
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,$16.60,-0.68,-3.935%,4011707608.00,China,2020,1354705,Technology,Computer Software: Prepackaged Software
KEN,Kenon Holdings Ltd. Ordinary Shares,$44.20,-1.35,-2.964%,2381456971.00,Singapore,2015,12615,Public Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,$8.83,0.05,0.569%,11337085600.00,South Korea,1994,133948,Public Utilities,Electric Utilities: Central
KLIC,Kulicke and Soffa Industries Inc. Common Stock,$58.84,1.18,2.046%,3672860054.00,Singapore,,884878,Technology,Semiconductors
KMDA,Kamada Ltd. Ordinary Shares,$6.18,-0.05,-0.803%,276779402.00,Israel,2013,81036,Health Care,Biotechnology: Pharmaceutical Preparations
KNDI,Kandi Technologies Group Inc Common Stock,$3.58,-0.23,-6.037%,277038765.00,China,,1160781,Capital Goods,Auto Parts:O.E.M.
